employee_id,age,gender,department,years_of_experience,salary,performance_score,training_hours,job_satisfaction,last_promotion
5260,35.0,Male,Marketing,8.0,33569.0,,18.0,5.0,
5261,55.0,Male,Sales,12.0,137575.0,9.0,17.0,3.0,7.0
5262,41.0,Female,Marketing,1.0,135620.0,7.0,,,10.0
5263,40.0,Male,IT,14.0,55910.0,5.0,7.0,4.0,4.0
5264,39.0,Female,HR,19.0,116567.0,3.0,15.0,1.0,4.0
5265,19.0,Male,IT,10.0,83170.0,9.0,,2.0,4.0
5266,48.0,Male,,18.0,99752.0,7.0,31.0,2.0,
5267,28.0,Female,HR,13.0,101427.0,3.0,18.0,3.0,1.0
5268,45.0,,,3.0,138569.0,5.0,17.0,4.0,2.0
5269,63.0,Male,Sales,,91398.0,3.0,31.0,5.0,3.0
5270,49.0,Male,HR,15.0,84383.0,3.0,39.0,3.0,6.0
5271,22.0,Female,Marketing,1.0,61600.0,7.0,14.0,3.0,9.0
5272,55.0,Male,HR,1.0,,9.0,20.0,,0.0
5273,27.0,Female,Marketing,8.0,120134.0,5.0,10.0,,2.0
5274,57.0,Male,Marketing,20.0,,4.0,28.0,3.0,9.0
5275,63.0,Female,HR,20.0,56425.0,4.0,31.0,4.0,
5276,41.0,Male,IT,3.0,105891.0,3.0,5.0,2.0,7.0
5277,52.0,Male,IT,7.0,96015.0,8.0,18.0,4.0,1.0
5278,61.0,Male,Marketing,17.0,114274.0,10.0,15.0,2.0,10.0
5279,65.0,Male,Sales,14.0,110102.0,1.0,11.0,4.0,2.0
5280,40.0,Female,HR,1.0,73499.0,3.0,14.0,1.0,6.0
5281,34.0,Male,Sales,10.0,84016.0,2.0,10.0,1.0,6.0
5282,18.0,Male,IT,16.0,80295.0,7.0,38.0,2.0,2.0
5283,48.0,Female,Sales,6.0,130637.0,6.0,9.0,1.0,9.0
5284,48.0,Male,,7.0,84235.0,1.0,36.0,5.0,4.0
5285,59.0,Male,Finance,9.0,87104.0,3.0,23.0,4.0,6.0
5286,59.0,Female,,,53958.0,4.0,35.0,2.0,2.0
5287,51.0,Female,Sales,12.0,92821.0,10.0,0.0,1.0,7.0
5288,26.0,Male,,16.0,77993.0,7.0,16.0,,3.0
5289,39.0,Male,IT,12.0,51655.0,3.0,13.0,5.0,10.0
5290,30.0,Other,Finance,,147333.0,4.0,37.0,2.0,
5291,42.0,Male,IT,8.0,51828.0,7.0,24.0,2.0,1.0
5292,,Other,Sales,,143496.0,4.0,,3.0,4.0
5293,35.0,,Sales,15.0,134371.0,9.0,34.0,3.0,5.0
5294,29.0,Female,Sales,4.0,79990.0,6.0,21.0,3.0,0.0
5295,57.0,Male,Marketing,8.0,86565.0,2.0,,3.0,10.0
5296,34.0,Female,,8.0,,1.0,10.0,4.0,8.0
5297,32.0,Male,Finance,5.0,70959.0,8.0,9.0,5.0,8.0
5298,59.0,Female,Finance,,75973.0,3.0,13.0,2.0,3.0
5299,32.0,Male,Marketing,9.0,57962.0,,,5.0,4.0
5300,32.0,Male,Finance,17.0,133339.0,4.0,,2.0,8.0
5301,56.0,Female,Finance,10.0,106580.0,3.0,5.0,3.0,
5302,30.0,Female,IT,14.0,32209.0,9.0,4.0,4.0,10.0
5303,34.0,Female,Sales,6.0,94099.0,6.0,6.0,2.0,1.0
5304,49.0,Male,IT,,105120.0,,14.0,2.0,4.0
5305,26.0,Female,IT,7.0,41448.0,6.0,20.0,1.0,3.0
5306,57.0,Male,Finance,18.0,149736.0,3.0,17.0,,
5307,37.0,Other,HR,14.0,97495.0,6.0,0.0,4.0,1.0
5308,43.0,Female,Sales,18.0,30275.0,4.0,,4.0,8.0
5309,44.0,Male,HR,17.0,51008.0,2.0,10.0,5.0,9.0
5310,38.0,Female,Finance,16.0,121571.0,3.0,9.0,3.0,7.0
5311,35.0,Female,Marketing,2.0,90675.0,4.0,,1.0,9.0
5312,30.0,Male,IT,2.0,88302.0,1.0,29.0,5.0,
5313,33.0,Female,Finance,6.0,130145.0,7.0,,3.0,7.0
5314,26.0,Male,Finance,9.0,107787.0,5.0,40.0,2.0,7.0
5315,29.0,Female,HR,16.0,50529.0,,19.0,1.0,4.0
5316,61.0,Male,Marketing,14.0,45631.0,6.0,26.0,,
5317,55.0,Male,IT,7.0,109082.0,8.0,,1.0,9.0
5318,36.0,Male,Marketing,16.0,77687.0,9.0,13.0,3.0,2.0
5319,24.0,Female,Marketing,2.0,126060.0,,33.0,5.0,1.0
5320,52.0,Female,Marketing,3.0,101211.0,7.0,,5.0,9.0
5321,65.0,Other,Sales,7.0,86209.0,6.0,1.0,,4.0
5322,35.0,Male,Marketing,12.0,41569.0,6.0,31.0,2.0,
5323,33.0,Male,Finance,0.0,139020.0,2.0,,2.0,4.0
5324,56.0,,Sales,17.0,79639.0,5.0,,2.0,
5325,21.0,,Sales,10.0,146815.0,6.0,10.0,3.0,
5326,42.0,Male,Marketing,20.0,68173.0,10.0,29.0,1.0,9.0
5327,49.0,Male,Finance,5.0,85856.0,5.0,18.0,3.0,8.0
5328,,Female,IT,,70033.0,4.0,39.0,3.0,7.0
5329,30.0,Male,Marketing,20.0,68365.0,6.0,29.0,2.0,7.0
5330,62.0,Female,,18.0,64708.0,6.0,34.0,,0.0
5331,34.0,Female,IT,16.0,138949.0,8.0,3.0,2.0,4.0
5332,54.0,Female,IT,17.0,58590.0,8.0,,1.0,8.0
5333,23.0,Female,Sales,10.0,94024.0,10.0,4.0,1.0,10.0
5334,36.0,Male,IT,13.0,41989.0,1.0,35.0,2.0,7.0
5335,30.0,Female,Finance,,136039.0,2.0,,3.0,0.0
5336,43.0,Female,Finance,,132654.0,,6.0,1.0,8.0
5337,31.0,Male,Marketing,6.0,63727.0,10.0,,5.0,9.0
5338,48.0,Female,Marketing,16.0,144331.0,7.0,19.0,3.0,0.0
5339,21.0,Male,IT,4.0,69398.0,8.0,24.0,,4.0
5340,56.0,Female,Sales,13.0,68560.0,,,4.0,
5341,25.0,Male,Finance,12.0,127473.0,,24.0,1.0,0.0
5342,42.0,Female,,11.0,65331.0,7.0,16.0,5.0,7.0
5343,30.0,Male,,13.0,63231.0,8.0,36.0,1.0,10.0
5344,49.0,Male,Finance,8.0,,6.0,14.0,3.0,1.0
5345,55.0,Other,,3.0,40128.0,8.0,9.0,1.0,
5346,55.0,Female,Finance,18.0,54055.0,2.0,33.0,3.0,1.0
5347,45.0,Male,Finance,,124243.0,7.0,6.0,5.0,1.0
5348,47.0,Male,,12.0,87359.0,5.0,38.0,3.0,0.0
5349,,Male,Marketing,5.0,58646.0,6.0,24.0,2.0,
5350,45.0,Female,Marketing,0.0,129222.0,7.0,38.0,3.0,4.0
5351,20.0,Female,HR,16.0,134391.0,9.0,27.0,2.0,3.0
5352,62.0,Female,HR,,126120.0,7.0,26.0,5.0,3.0
5353,,Female,,16.0,,1.0,36.0,5.0,8.0
5354,33.0,Female,Marketing,1.0,97149.0,5.0,38.0,,10.0
5355,39.0,Male,Marketing,6.0,104550.0,4.0,37.0,2.0,1.0
5356,49.0,Male,Marketing,0.0,32120.0,8.0,27.0,3.0,
5357,55.0,Female,Finance,20.0,,7.0,33.0,5.0,6.0
5358,25.0,Female,HR,,40158.0,4.0,,2.0,4.0
5359,25.0,,IT,3.0,127524.0,3.0,,4.0,9.0
5360,23.0,Female,Sales,5.0,130185.0,6.0,12.0,4.0,8.0
5361,31.0,,IT,20.0,71699.0,8.0,36.0,5.0,3.0
5362,49.0,Female,Sales,12.0,53746.0,3.0,2.0,2.0,5.0
5363,52.0,Male,Finance,12.0,43045.0,5.0,,3.0,1.0
5364,27.0,Male,HR,19.0,84153.0,10.0,31.0,5.0,0.0
5365,20.0,Other,Sales,0.0,139562.0,1.0,22.0,5.0,
5366,29.0,Female,Marketing,,70024.0,10.0,22.0,,3.0
5367,48.0,Male,Finance,5.0,99379.0,10.0,12.0,3.0,10.0
5368,46.0,Male,,10.0,88141.0,8.0,40.0,3.0,
5369,22.0,Male,Marketing,17.0,36129.0,7.0,38.0,4.0,2.0
5370,42.0,Male,Finance,12.0,98746.0,8.0,20.0,1.0,2.0
5371,58.0,Female,Sales,20.0,121698.0,2.0,30.0,3.0,6.0
5372,48.0,Male,Marketing,11.0,140226.0,7.0,6.0,,7.0
5373,,Female,HR,19.0,105505.0,4.0,35.0,4.0,10.0
5374,,Male,Finance,6.0,68284.0,2.0,18.0,1.0,5.0
5375,56.0,Female,Sales,19.0,78056.0,9.0,21.0,1.0,0.0
5376,39.0,Male,Marketing,,,5.0,23.0,2.0,5.0
5377,21.0,Female,HR,6.0,40626.0,7.0,23.0,5.0,7.0
5378,30.0,Female,Marketing,,,4.0,20.0,2.0,4.0
5379,62.0,Female,HR,10.0,124029.0,10.0,12.0,1.0,7.0
5380,59.0,Male,Sales,,50937.0,4.0,5.0,4.0,0.0
5381,37.0,Male,Marketing,20.0,138965.0,3.0,27.0,,3.0
5382,30.0,Male,Marketing,12.0,48663.0,1.0,,4.0,8.0
5383,34.0,Male,IT,11.0,,2.0,12.0,1.0,9.0
5384,53.0,Female,Finance,,105095.0,9.0,33.0,4.0,4.0
5385,50.0,Female,Marketing,6.0,,1.0,31.0,2.0,9.0
5386,18.0,Female,HR,11.0,37305.0,5.0,13.0,1.0,9.0
5387,32.0,Female,Finance,16.0,121509.0,,31.0,1.0,2.0
5388,30.0,Male,Sales,,51940.0,4.0,4.0,2.0,2.0
5389,34.0,Male,Finance,2.0,,,34.0,5.0,8.0
5390,41.0,Male,IT,6.0,94006.0,5.0,3.0,2.0,0.0
5391,25.0,Female,Sales,18.0,74146.0,1.0,13.0,2.0,10.0
5392,44.0,Female,Marketing,,43657.0,3.0,,3.0,5.0
5393,62.0,Male,Sales,7.0,148353.0,10.0,10.0,1.0,5.0
5394,40.0,Male,Sales,13.0,113034.0,9.0,18.0,3.0,9.0
5395,63.0,Female,IT,13.0,30699.0,1.0,1.0,3.0,7.0
5396,25.0,Female,HR,1.0,103101.0,10.0,33.0,3.0,7.0
5397,25.0,Female,Sales,5.0,140696.0,4.0,2.0,4.0,0.0
5398,43.0,Male,HR,15.0,37109.0,5.0,28.0,2.0,6.0
5399,64.0,Male,Finance,8.0,104323.0,10.0,22.0,3.0,9.0
5400,30.0,Other,IT,20.0,80165.0,3.0,0.0,4.0,
5401,56.0,Female,Marketing,14.0,,3.0,5.0,4.0,7.0
5402,54.0,Male,,18.0,111174.0,1.0,16.0,1.0,4.0
5403,45.0,Female,HR,14.0,95547.0,6.0,18.0,2.0,1.0
5404,42.0,Female,Sales,11.0,40135.0,4.0,1.0,5.0,2.0
5405,33.0,Male,IT,8.0,135778.0,,14.0,,10.0
5406,19.0,Male,Marketing,15.0,50843.0,6.0,,4.0,8.0
5407,35.0,Male,Finance,5.0,30661.0,3.0,,2.0,1.0
5408,34.0,Male,,,141933.0,7.0,32.0,1.0,3.0
5409,47.0,Female,HR,14.0,149321.0,3.0,5.0,2.0,
5410,56.0,Male,Finance,12.0,102917.0,9.0,18.0,4.0,7.0
5411,30.0,Female,,20.0,,,29.0,4.0,10.0
5412,49.0,Other,Marketing,9.0,51958.0,3.0,21.0,3.0,2.0
5413,46.0,Male,Sales,13.0,39614.0,2.0,2.0,4.0,9.0
5414,63.0,Male,IT,2.0,101407.0,3.0,,1.0,
5415,47.0,Female,,11.0,96115.0,4.0,29.0,4.0,
5416,35.0,Female,,0.0,120373.0,3.0,2.0,2.0,7.0
5417,30.0,Female,Finance,20.0,79647.0,9.0,38.0,,5.0
5418,60.0,Male,Finance,15.0,143262.0,10.0,38.0,4.0,7.0
5419,,Male,IT,9.0,132529.0,2.0,27.0,1.0,
5420,47.0,Female,Sales,8.0,109006.0,8.0,0.0,1.0,
5421,38.0,Other,Marketing,,108615.0,7.0,,1.0,7.0
5422,65.0,Male,Finance,0.0,45650.0,1.0,38.0,1.0,2.0
5423,34.0,Female,Marketing,9.0,117854.0,6.0,16.0,2.0,6.0
5424,57.0,Male,Sales,6.0,43854.0,6.0,27.0,3.0,7.0
5425,36.0,Other,HR,,97672.0,9.0,,5.0,5.0
5426,32.0,Female,Sales,11.0,100599.0,10.0,,,5.0
5427,26.0,Male,Marketing,10.0,84603.0,8.0,7.0,3.0,6.0
5428,27.0,Female,Marketing,8.0,120617.0,7.0,26.0,3.0,3.0
5429,61.0,Male,IT,4.0,119217.0,7.0,40.0,2.0,
5430,48.0,Male,Marketing,,46590.0,5.0,24.0,5.0,
5431,40.0,Male,Finance,19.0,74391.0,2.0,12.0,4.0,8.0
5432,47.0,Male,IT,,65898.0,10.0,33.0,,2.0
5433,,Male,Marketing,7.0,110991.0,5.0,38.0,5.0,
5434,,Female,Sales,15.0,48238.0,1.0,6.0,5.0,8.0
5435,64.0,Female,Marketing,0.0,84730.0,10.0,21.0,1.0,7.0
5436,18.0,,Sales,16.0,68032.0,6.0,32.0,3.0,6.0
5437,61.0,Female,Sales,14.0,135781.0,2.0,37.0,1.0,4.0
5438,52.0,Female,Marketing,14.0,48044.0,1.0,30.0,2.0,1.0
5439,28.0,Other,Sales,17.0,122693.0,1.0,32.0,2.0,
5440,51.0,Female,HR,5.0,135852.0,1.0,21.0,5.0,3.0
5441,33.0,Male,IT,1.0,45712.0,4.0,,,4.0
5442,26.0,Male,Marketing,4.0,34979.0,5.0,,5.0,3.0
5443,49.0,Female,HR,18.0,133350.0,5.0,20.0,4.0,10.0
5444,32.0,Male,Sales,6.0,104012.0,1.0,34.0,3.0,1.0
5445,29.0,Male,Sales,8.0,129022.0,6.0,9.0,,
5446,50.0,Male,IT,1.0,91332.0,3.0,27.0,1.0,10.0
5447,62.0,Male,HR,6.0,136997.0,4.0,39.0,2.0,4.0
5448,31.0,Male,HR,13.0,46641.0,5.0,36.0,3.0,3.0
5449,25.0,Female,Marketing,14.0,60711.0,4.0,40.0,2.0,5.0
5450,25.0,Male,Sales,,149593.0,4.0,32.0,5.0,9.0
5451,44.0,Female,Finance,19.0,142691.0,10.0,,2.0,6.0
5452,29.0,Female,Marketing,3.0,114517.0,1.0,36.0,4.0,4.0
5453,18.0,Male,Marketing,12.0,72882.0,2.0,40.0,,8.0
5454,60.0,Male,Marketing,,94152.0,2.0,32.0,2.0,
5455,57.0,Male,IT,11.0,70780.0,2.0,18.0,1.0,
5456,59.0,Male,IT,,88583.0,10.0,29.0,2.0,9.0
5457,28.0,Male,Marketing,8.0,,1.0,,5.0,1.0
5458,56.0,,Finance,20.0,57870.0,10.0,13.0,5.0,
5459,60.0,Female,HR,6.0,118718.0,8.0,35.0,5.0,9.0
5460,48.0,Female,HR,,65781.0,1.0,6.0,1.0,7.0
5461,34.0,Male,Sales,15.0,84376.0,,33.0,4.0,3.0
5462,50.0,Male,,14.0,51001.0,1.0,31.0,5.0,3.0
5463,49.0,Female,HR,6.0,149752.0,10.0,32.0,5.0,2.0
5464,46.0,Female,Finance,7.0,109601.0,3.0,13.0,2.0,8.0
5465,38.0,Female,,6.0,125208.0,9.0,24.0,,3.0
5466,38.0,Female,Finance,10.0,30887.0,8.0,,5.0,1.0
5467,57.0,Male,IT,3.0,139950.0,2.0,38.0,5.0,10.0
5468,40.0,Male,Finance,17.0,119201.0,4.0,29.0,2.0,0.0
5469,23.0,Female,IT,18.0,96280.0,8.0,30.0,2.0,0.0
5470,39.0,Male,Finance,6.0,,9.0,23.0,3.0,7.0
5471,55.0,Other,Marketing,12.0,49820.0,7.0,3.0,2.0,0.0
5472,54.0,Female,IT,8.0,,1.0,13.0,2.0,4.0
5473,62.0,Female,IT,17.0,97240.0,8.0,8.0,3.0,7.0
5474,25.0,Male,HR,6.0,,1.0,35.0,5.0,6.0
5475,58.0,Female,IT,19.0,142915.0,9.0,5.0,2.0,
5476,52.0,Female,Finance,15.0,99600.0,8.0,23.0,1.0,7.0
5477,28.0,Male,Marketing,4.0,133530.0,4.0,25.0,3.0,10.0
5478,41.0,,,6.0,81108.0,10.0,33.0,3.0,2.0
5479,38.0,Female,HR,5.0,40718.0,4.0,0.0,5.0,4.0
5480,19.0,Female,Finance,1.0,80854.0,4.0,22.0,2.0,1.0
5481,57.0,Male,Finance,6.0,142844.0,6.0,16.0,1.0,4.0
5482,36.0,Male,Sales,20.0,34214.0,2.0,35.0,5.0,4.0
5483,56.0,Female,IT,8.0,120597.0,4.0,36.0,2.0,1.0
5484,45.0,Female,HR,12.0,89500.0,4.0,19.0,5.0,9.0
5485,34.0,Female,Marketing,16.0,147189.0,8.0,,3.0,
5486,23.0,Female,Sales,16.0,107038.0,2.0,10.0,3.0,0.0
5487,,Male,Finance,14.0,133431.0,8.0,,2.0,7.0
5488,55.0,Female,IT,17.0,149295.0,10.0,,5.0,
5489,45.0,Male,Marketing,14.0,72026.0,2.0,12.0,2.0,0.0
5490,19.0,Female,Sales,10.0,127673.0,,35.0,4.0,
5491,55.0,Female,,,142424.0,9.0,37.0,2.0,0.0
5492,,Male,Marketing,16.0,,,12.0,,1.0
5493,21.0,Male,Marketing,11.0,40007.0,,13.0,3.0,
5494,39.0,Female,Finance,6.0,139294.0,5.0,11.0,1.0,6.0
5495,43.0,Male,,6.0,78916.0,7.0,33.0,3.0,
5496,60.0,Male,HR,20.0,69305.0,8.0,26.0,1.0,4.0
5497,53.0,Female,Marketing,,58205.0,8.0,11.0,,4.0
5498,30.0,Male,Finance,15.0,148744.0,,37.0,1.0,6.0
5499,49.0,Female,Sales,10.0,79349.0,3.0,35.0,5.0,9.0
5500,34.0,Male,IT,15.0,70399.0,5.0,0.0,,10.0
5501,58.0,Female,HR,1.0,127400.0,5.0,25.0,5.0,
5502,,Male,Finance,1.0,57947.0,2.0,39.0,2.0,
5503,63.0,Male,IT,,75275.0,5.0,,2.0,7.0
5504,36.0,Female,HR,4.0,34963.0,1.0,20.0,2.0,2.0
5505,52.0,Female,Marketing,13.0,77197.0,7.0,31.0,3.0,
5506,63.0,Male,IT,7.0,146003.0,7.0,,2.0,
5507,57.0,Male,HR,5.0,52680.0,1.0,11.0,5.0,3.0
5508,45.0,Female,Finance,8.0,89916.0,3.0,24.0,5.0,6.0
5509,18.0,Female,Finance,5.0,120022.0,,25.0,5.0,8.0
5510,,Other,HR,,126974.0,9.0,35.0,2.0,2.0
5511,35.0,Other,Marketing,16.0,,3.0,15.0,,10.0
5512,65.0,Female,HR,7.0,92885.0,6.0,13.0,4.0,
5513,57.0,Male,Sales,2.0,33341.0,6.0,33.0,3.0,10.0
5514,50.0,Female,HR,11.0,143457.0,6.0,23.0,5.0,6.0
5515,29.0,Female,HR,12.0,37747.0,5.0,7.0,,0.0
5516,25.0,Male,Finance,17.0,,6.0,,3.0,6.0
5517,41.0,Male,Marketing,10.0,106476.0,6.0,38.0,5.0,1.0
5518,33.0,Male,HR,1.0,130866.0,10.0,12.0,1.0,9.0
5519,21.0,Male,IT,13.0,111132.0,6.0,28.0,3.0,0.0
5520,55.0,Male,,0.0,,8.0,30.0,5.0,9.0
5521,61.0,Female,,14.0,60627.0,6.0,18.0,3.0,
5522,44.0,Female,HR,17.0,113587.0,3.0,9.0,1.0,0.0
5523,26.0,Female,IT,17.0,,7.0,39.0,1.0,
5524,64.0,Male,HR,16.0,101949.0,6.0,33.0,2.0,9.0
5525,33.0,Male,,0.0,114568.0,9.0,0.0,5.0,6.0
5526,29.0,Female,Finance,,101270.0,4.0,,1.0,9.0
5527,48.0,Male,IT,19.0,,1.0,,,
5528,41.0,Female,HR,15.0,,6.0,23.0,1.0,
5529,31.0,Other,Sales,3.0,113499.0,9.0,24.0,2.0,
5530,62.0,Male,Sales,5.0,53999.0,8.0,3.0,5.0,0.0
5531,42.0,Male,IT,15.0,46518.0,2.0,,3.0,1.0
5532,51.0,Male,HR,19.0,58407.0,3.0,38.0,2.0,5.0
5533,20.0,Other,Marketing,5.0,94303.0,8.0,19.0,5.0,
5534,41.0,Female,Sales,14.0,59501.0,9.0,32.0,,8.0
5535,59.0,Female,Finance,,132424.0,8.0,27.0,2.0,7.0
5536,26.0,Male,HR,6.0,65280.0,10.0,34.0,,1.0
5537,43.0,Other,HR,10.0,,1.0,23.0,4.0,0.0
5538,37.0,Male,Sales,0.0,59045.0,3.0,39.0,1.0,9.0
5539,57.0,Male,Marketing,7.0,122355.0,8.0,1.0,5.0,3.0
5540,27.0,Female,Finance,13.0,118767.0,1.0,22.0,5.0,
5541,36.0,Female,Marketing,4.0,54432.0,7.0,32.0,2.0,
5542,20.0,Male,Finance,12.0,85697.0,4.0,13.0,4.0,5.0
5543,41.0,Male,Sales,14.0,56745.0,7.0,14.0,5.0,3.0
5544,22.0,Male,,8.0,59443.0,4.0,31.0,2.0,4.0
5545,20.0,Male,Finance,7.0,74917.0,8.0,22.0,2.0,7.0
5546,,Male,HR,18.0,64000.0,6.0,3.0,4.0,9.0
5547,33.0,Other,IT,16.0,74332.0,10.0,19.0,1.0,2.0
5548,,Female,IT,18.0,125832.0,10.0,30.0,2.0,0.0
5549,52.0,Female,Sales,17.0,137449.0,8.0,6.0,1.0,
5550,29.0,Female,Sales,17.0,138034.0,1.0,0.0,,8.0
5551,58.0,Female,Sales,,145595.0,9.0,,2.0,1.0
5552,61.0,Female,IT,1.0,144650.0,9.0,13.0,3.0,2.0
5553,,Female,Finance,4.0,89024.0,6.0,29.0,4.0,7.0
5554,64.0,Male,Marketing,16.0,122021.0,9.0,37.0,4.0,2.0
5555,51.0,Female,Sales,6.0,,6.0,22.0,3.0,
5556,,Female,Marketing,15.0,133462.0,6.0,6.0,4.0,5.0
5557,48.0,Female,Marketing,,85078.0,,,3.0,5.0
5558,37.0,Other,IT,11.0,99625.0,3.0,15.0,3.0,
5559,29.0,Male,Finance,,55194.0,3.0,8.0,4.0,9.0
5560,40.0,Female,IT,,95519.0,2.0,38.0,3.0,3.0
5561,21.0,Male,Sales,15.0,73748.0,4.0,33.0,3.0,4.0
5562,40.0,Female,IT,6.0,122021.0,9.0,30.0,4.0,9.0
5563,65.0,Male,IT,14.0,81996.0,7.0,6.0,3.0,2.0
5564,65.0,Male,IT,11.0,132605.0,3.0,1.0,1.0,1.0
5565,18.0,Male,Sales,3.0,75638.0,8.0,5.0,4.0,2.0
5566,42.0,Female,Sales,5.0,93144.0,,33.0,,2.0
5567,19.0,Male,IT,5.0,88040.0,,,1.0,
5568,47.0,Female,IT,,110283.0,1.0,25.0,5.0,0.0
5569,20.0,Male,Marketing,2.0,57980.0,9.0,11.0,2.0,10.0
5570,38.0,,Finance,1.0,132607.0,9.0,19.0,3.0,2.0
5571,42.0,Female,Marketing,4.0,136900.0,,,3.0,0.0
5572,37.0,Male,Finance,7.0,57011.0,3.0,34.0,2.0,7.0
5573,39.0,Male,Finance,18.0,56086.0,4.0,34.0,3.0,
5574,38.0,Female,,20.0,119469.0,7.0,28.0,3.0,
5575,50.0,Female,Marketing,15.0,100498.0,9.0,37.0,1.0,9.0
5576,55.0,Female,Finance,18.0,73278.0,8.0,30.0,1.0,6.0
5577,32.0,Male,Finance,15.0,140584.0,8.0,39.0,1.0,6.0
5578,63.0,Female,Sales,5.0,96393.0,1.0,12.0,1.0,3.0
5579,32.0,Other,Finance,0.0,95158.0,,25.0,4.0,5.0
5580,63.0,Male,IT,17.0,123841.0,6.0,21.0,3.0,7.0
5581,42.0,Male,HR,7.0,,5.0,7.0,2.0,5.0
5582,38.0,Male,Sales,4.0,93636.0,1.0,39.0,3.0,
5583,41.0,Female,HR,11.0,135075.0,3.0,6.0,,2.0
5584,22.0,Female,IT,17.0,135863.0,4.0,4.0,4.0,8.0
5585,23.0,Male,HR,4.0,83434.0,10.0,0.0,,9.0
5586,60.0,Male,Finance,12.0,46403.0,7.0,39.0,3.0,1.0
5587,65.0,Male,HR,20.0,84609.0,5.0,10.0,1.0,
5588,61.0,,Marketing,11.0,32420.0,2.0,31.0,4.0,
5589,64.0,Male,IT,15.0,41218.0,3.0,6.0,3.0,7.0
5590,40.0,Other,Marketing,,70691.0,1.0,28.0,2.0,1.0
5591,21.0,Male,HR,10.0,111986.0,6.0,29.0,2.0,8.0
5592,44.0,Male,Marketing,8.0,60134.0,8.0,20.0,1.0,2.0
5593,35.0,Female,Sales,9.0,33133.0,4.0,38.0,1.0,9.0
5594,38.0,Female,HR,15.0,90901.0,2.0,40.0,3.0,
5595,,,Marketing,18.0,129089.0,4.0,38.0,2.0,10.0
5596,,Male,Finance,9.0,95370.0,10.0,19.0,4.0,3.0
5597,39.0,Male,HR,20.0,77054.0,4.0,,5.0,4.0
5598,57.0,Female,Sales,3.0,70503.0,5.0,28.0,2.0,2.0
5599,40.0,Female,Finance,20.0,146820.0,3.0,3.0,4.0,
5600,20.0,Male,HR,7.0,111671.0,9.0,2.0,,7.0
5601,57.0,Female,Finance,10.0,80570.0,7.0,,,9.0
5602,27.0,Female,HR,5.0,99226.0,9.0,,5.0,9.0
5603,42.0,Male,HR,3.0,129851.0,7.0,2.0,5.0,7.0
5604,25.0,Female,IT,20.0,,10.0,24.0,3.0,6.0
5605,28.0,Female,Marketing,,112278.0,,31.0,3.0,6.0
5606,22.0,Male,HR,17.0,,5.0,32.0,1.0,
5607,62.0,Female,Sales,2.0,31562.0,7.0,17.0,4.0,9.0
5608,54.0,Female,Marketing,6.0,99922.0,6.0,35.0,,5.0
5609,62.0,Female,IT,11.0,48561.0,9.0,40.0,1.0,3.0
5610,,Male,Marketing,,82962.0,3.0,28.0,4.0,10.0
5611,46.0,Male,Marketing,16.0,63246.0,8.0,38.0,5.0,8.0
5612,22.0,Female,HR,2.0,112567.0,10.0,1.0,2.0,4.0
5613,26.0,Male,Sales,10.0,30263.0,4.0,10.0,5.0,5.0
5614,65.0,Male,HR,5.0,119022.0,9.0,30.0,1.0,6.0
5615,19.0,Male,Sales,10.0,132046.0,1.0,3.0,4.0,
5616,18.0,Male,Sales,3.0,36646.0,5.0,28.0,4.0,0.0
5617,,Other,Finance,16.0,127439.0,4.0,2.0,2.0,5.0
5618,47.0,Male,HR,,106684.0,5.0,1.0,,
5619,28.0,Other,IT,,144517.0,6.0,35.0,,
5620,,Male,Marketing,2.0,121673.0,1.0,13.0,5.0,8.0
5621,61.0,Female,Finance,15.0,133504.0,8.0,,1.0,10.0
5622,29.0,Male,IT,2.0,56012.0,3.0,29.0,1.0,
5623,56.0,Female,HR,13.0,77578.0,7.0,18.0,1.0,4.0
5624,43.0,Female,Sales,16.0,110759.0,7.0,18.0,5.0,5.0
5625,30.0,Male,HR,18.0,48389.0,9.0,,3.0,5.0
5626,25.0,Female,HR,6.0,109889.0,7.0,14.0,4.0,4.0
5627,45.0,Male,Finance,10.0,82292.0,8.0,28.0,5.0,1.0
5628,47.0,Female,IT,15.0,55483.0,4.0,2.0,1.0,10.0
5629,26.0,Other,Finance,18.0,62897.0,10.0,18.0,,9.0
5630,56.0,Female,IT,4.0,71897.0,4.0,21.0,5.0,
5631,48.0,Female,Finance,0.0,50102.0,10.0,19.0,3.0,5.0
5632,38.0,Male,Marketing,9.0,112734.0,8.0,6.0,2.0,8.0
5633,64.0,Male,Sales,17.0,124074.0,4.0,3.0,1.0,9.0
5634,51.0,Male,Sales,9.0,101385.0,4.0,0.0,5.0,7.0
5635,48.0,Female,Sales,0.0,123493.0,10.0,40.0,2.0,7.0
5636,42.0,Female,Marketing,12.0,95550.0,3.0,6.0,,
5637,29.0,Male,Marketing,3.0,43807.0,3.0,21.0,4.0,10.0
5638,18.0,Female,Sales,11.0,105765.0,4.0,36.0,4.0,
5639,39.0,Male,,15.0,149993.0,2.0,29.0,5.0,10.0
5640,57.0,Male,IT,18.0,99024.0,3.0,8.0,5.0,2.0
5641,54.0,Female,IT,,76062.0,2.0,,3.0,4.0
5642,64.0,Male,HR,5.0,55282.0,6.0,37.0,1.0,7.0
5643,18.0,Female,Finance,15.0,129006.0,3.0,22.0,,2.0
